"ID" "year" "age" "eggs" "lifespan" "julianDate"
"981833-RAR" 2009 2 4 2 328
"981833-RAR" 2009 2 3 2 354
"981848-WGB" 2009 1 3 6 298
"981848-WGB" 2009 1 3 6 309
"981848-WGB" 2009 1 3 6 320
"981848-WGB" 2009 1 4 6 341
"981848-WGB" 2009 1 4 6 355
"981865-MYB" 2009 1 3 2 299
"981866-WWM2" 2009 1 3 2 328
"981867-MWG" 2009 1 3 4 299
"981867-MWG" 2009 1 3 4 349
"981869-MMW" 2009 1 3 1 255
"981870-RAW" 2009 1 4 2 309
"981870-RAW" 2009 1 4 2 339
"981870-RAW" 2009 1 3 2 369
"981872-WRM" 2009 1 3 2 292
"981872-WRM" 2009 1 3 2 312
"981872-WRM" 2009 1 3 2 342
"981875-AGO" 2009 1 3 4 304
"981875-AGO" 2009 1 3 4 350
"981882-OOM" 2009 1 3 6 308
"981903-GAB" 2009 1 3 2 310
"981973-MNG" 2009 1 4 6 309
"981973-MNG" 2009 1 3 6 347
"982024-NMY" 2009 1 3 3 328
"833590-OnyA" 2010 8 2 10 280
"833590-OnyA" 2010 8 3 10 298
"833590-OnyA" 2010 8 3 10 347
"833590-OnyA" 2010 8 3 10 376
"833615-AngY" 2010 8 2 8 282
"898591-weAR" 2010 6 3 7 277
"898591-weAR" 2010 6 4 7 327
"898591-weAR" 2010 6 4 7 355
"898700-bgNG" 2010 6 2 6 268
"898700-bgNG" 2010 6 4 6 309
"898700-bgNG" 2010 6 3 6 362
"898742-NOM" 2010 6 3 6 308
"898742-NOM" 2010 6 4 6 331
"898742-NOM" 2010 6 4 6 375
"899187-AgoY" 2010 5 3 5 292
"899212-OGA" 2010 5 4 8 327
"899212-OGA" 2010 5 4 8 352
"899265-ORR" 2010 5 3 5 276
"899265-ORR" 2010 5 4 5 301
"899382-OobN" 2010 4 3 4 277
"899453-MybA" 2010 4 3 4 327
"899453-MybA" 2010 4 4 4 349
"899453-MybA" 2010 4 3 4 377
"899453-MybA" 2010 4 3 4 410
"899472-AybO" 2010 4 3 6 292
"899472-AybO" 2010 4 4 6 318
"899472-AybO" 2010 4 4 6 333
"899472-AybO" 2010 4 3 6 366
"899481-brON" 2010 4 3 5 285
"899481-brON" 2010 4 4 5 324
"899481-brON" 2010 4 4 5 374
"899495-RBN" 2010 5 4 6 338
"899495-RBN" 2010 5 3 6 397
"899720-raOB" 2010 3 3 3 288
"899722-YNN" 2010 3 3 6 285
"899722-YNN" 2010 3 4 6 311
"899722-YNN" 2010 3 4 6 344
"899722-YNN" 2010 3 2 6 376
"899722-YNN" 2010 3 3 6 403
"899729-nrWN" 2010 3 3 3 289
"899729-nrWN" 2010 3 3 3 302
"899729-nrWN" 2010 3 4 3 352
"899746-WWA" 2010 3 3 3 283
"899746-WWA" 2010 3 3 3 322
"899746-WWA" 2010 3 3 3 376
"899746-WWA" 2010 3 3 3 405
"899792-GOG" 2010 3 3 4 286
"899792-GOG" 2010 3 4 4 314
"899792-GOG" 2010 3 4 4 356
"899799-naYO" 2010 3 2 3 279
"899799-naYO" 2010 3 3 3 367
"899800-AON" 2010 3 2 4 272
"899800-AON" 2010 3 4 4 297
"899800-AON" 2010 3 3 4 327
"899800-AON" 2010 3 4 4 375
"899800-AON" 2010 3 3 4 392
"899809-GYG" 2010 3 3 6 273
"899809-GYG" 2010 3 4 6 308
"899809-GYG" 2010 3 4 6 332
"899809-GYG" 2010 3 4 6 360
"899809-GYG" 2010 3 4 6 379
"899809-GYG" 2010 3 3 6 405
"899813-YBG" 2010 3 3 3 278
"899821-BAN" 2010 3 3 3 270
"899821-BAN" 2010 3 4 3 325
"899821-BAN" 2010 3 4 3 404
"899824-AGW" 2010 3 3 3 271
"899825-MAR" 2010 3 4 3 294
"899828-YMA" 2010 3 3 6 264
"899828-YMA" 2010 3 3 6 294
"899828-YMA" 2010 3 4 6 322
"899828-YMA" 2010 3 4 6 349
"899828-YMA" 2010 3 3 6 404
"899829-AGA" 2010 3 3 6 285
"899829-AGA" 2010 3 4 6 320
"899829-AGA" 2010 3 4 6 347
"899829-AGA" 2010 3 4 6 378
"899843-YAM" 2010 3 3 4 286
"899843-YAM" 2010 3 3 4 312
"899843-YAM" 2010 3 4 4 343
"899843-YAM" 2010 3 4 4 379
"899843-YAM" 2010 3 3 4 396
"899843-YAM" 2010 3 3 4 409
"899883-AGR" 2010 3 3 3 261
"899887-bwAO" 2010 2 3 2 296
"899909-GNN" 2010 3 3 4 277
"899909-GNN" 2010 3 3 4 310
"899909-GNN" 2010 3 4 4 345
"899935-bwBR" 2010 2 3 3 282
"899935-bwBR" 2010 2 4 3 310
"899935-bwBR" 2010 2 3 3 340
"899935-bwBR" 2010 2 4 3 356
"899948-rnYY" 2010 2 3 2 303
"899984-bwBG" 2010 2 3 2 299
"899984-bwBG" 2010 2 4 2 329
"899984-bwBG" 2010 2 3 2 366
"899984-bwBG" 2010 2 3 2 411
"899985-GMA" 2010 2 3 2 268
"899985-GMA" 2010 2 3 2 301
"899985-GMA" 2010 2 4 2 330
"981821-anYG" 2010 2 3 2 285
"981821-anYG" 2010 2 3 2 313
"981827-arAR" 2010 2 3 3 289
"981827-arAR" 2010 2 3 3 330
"981827-arAR" 2010 2 4 3 355
"981848-WGB" 2010 2 4 6 293
"981848-WGB" 2010 2 3 6 334
"981848-WGB" 2010 2 4 6 351
"981848-WGB" 2010 2 4 6 375
"981848-WGB" 2010 2 3 6 409
"981865-MYB" 2010 2 3 2 283
"981866-WWM2" 2010 2 3 2 298
"981866-WWM2" 2010 2 4 2 329
"981866-WWM2" 2010 2 4 2 355
"981866-WWM2" 2010 2 4 2 380
"981866-WWM2" 2010 2 3 2 427
"981867-MWG" 2010 2 3 4 287
"981867-MWG" 2010 2 4 4 329
"981867-MWG" 2010 2 4 4 353
"981867-MWG" 2010 2 3 4 395
"981870-RAW" 2010 2 3 2 263
"981875-AGO" 2010 2 3 4 268
"981875-AGO" 2010 2 4 4 305
"981875-AGO" 2010 2 4 4 336
"981875-AGO" 2010 2 3 4 397
"981882-OOM" 2010 2 3 6 290
"981882-OOM" 2010 2 4 6 320
"981882-OOM" 2010 2 4 6 361
"981926-YonW" 2010 1 3 2 316
"981926-YonW" 2010 1 4 2 341
"981926-YonW" 2010 1 4 2 376
"981940-WwbO" 2010 1 3 3 307
"981940-WwbO" 2010 1 4 3 334
"981940-WwbO" 2010 1 3 3 362
"981940-WwbO" 2010 1 4 3 378
"981940-WwbO" 2010 1 3 3 408
"981973-MNG" 2010 2 3 6 284
"981973-MNG" 2010 2 4 6 332
"981973-MNG" 2010 2 4 6 362
"981991-YraB" 2010 1 3 6 325
"982012-OonM" 2010 1 3 4 306
"982012-OonM" 2010 1 4 4 350
"982012-OonM" 2010 1 3 4 370
"982024-NMY" 2010 2 3 3 275
"982024-NMY" 2010 2 4 3 344
"982024-NMY" 2010 2 3 3 411
"982025-MnwB" 2010 1 4 2 358
"982064-GwgR" 2010 1 3 NA 298
"982064-GwgR" 2010 1 4 NA 329
"982064-GwgR" 2010 1 4 NA 343
"982066-YwgB" 2010 1 3 NA 341
"982066-YwgB" 2010 1 3 NA 379
"982075-MonB" 2010 1 3 3 350
"982076-OonG" 2010 1 3 2 319
"982076-OonG" 2010 1 4 2 354
"982094-RonY" 2010 1 4 NA 345
"982101-MYR" 2010 1 3 2 275
"982101-MYR" 2010 1 4 2 323
"982101-MYR" 2010 1 4 2 351
"982101-MYR" 2010 1 3 2 391
"982108-OwgA" 2010 1 3 4 316
"982108-OwgA" 2010 1 4 4 333
"982128-YonM" 2010 1 4 5 346
"982137-RWB" 2010 1 3 2 300
"982137-RWB" 2010 1 4 2 354
"982146-AonY" 2010 1 3 4 332
"982146-AonY" 2010 1 3 4 363
"982151-AAO" 2010 1 3 4 282
"982151-AAO" 2010 1 3 4 299
"982151-AAO" 2010 1 4 4 319
"982151-AAO" 2010 1 4 4 350
"982152-GMW" 2010 1 3 2 303
"982152-GMW" 2010 1 3 2 320
"982156-YBY" 2010 1 3 1 296
"982156-YBY" 2010 1 4 1 314
"982156-YBY" 2010 1 4 1 334
"982156-YBY" 2010 1 4 1 361
"982157-OAR" 2010 1 3 3 325
"982157-OAR" 2010 1 4 3 370
"982157-OAR" 2010 1 3 3 387
"982163-WonB" 2010 1 3 2 325
"982163-WonB" 2010 1 3 2 381
"982165-MGB2" 2010 1 3 1 296
"982165-MGB2" 2010 1 4 1 322
"982166-WRA" 2010 1 4 2 320
"982166-WRA" 2010 1 4 2 347
"982166-WRA" 2010 1 3 2 394
"982169-GWA" 2010 1 3 3 317
"982169-GWA" 2010 1 4 3 357
"982170-OGM" 2010 1 3 2 313
"982170-OGM" 2010 1 3 2 353
"982170-OGM" 2010 1 3 2 386
"982171-BNY" 2010 1 3 2 293
"982171-BNY" 2010 1 4 2 332
"982171-BNY" 2010 1 2 2 359
"982172-GAO" 2010 1 3 1 306
"982173-OAN3" 2010 1 3 1 294
"982173-OAN3" 2010 1 4 1 319
"982181-OWA" 2010 1 2 2 303
"982184-WWY3" 2010 1 3 NA 281
"982184-WWY3" 2010 1 4 NA 304
"982184-WWY3" 2010 1 4 NA 319
"982185-YOY" 2010 1 3 6 279
"982185-YOY" 2010 1 3 6 303
"982185-YOY" 2010 1 4 6 349
"982186-WMR" 2010 1 3 2 301
"982186-WMR" 2010 1 3 2 316
"982186-WMR" 2010 1 4 2 342
"982188-BNW" 2010 1 3 2 323
"982188-BNW" 2010 1 4 2 355
"982189-RNR" 2010 1 4 5 314
"982189-RNR" 2010 1 4 5 377
"982189-RNR" 2010 1 3 5 421
"982190-YYR" 2010 1 3 2 298
"982190-YYR" 2010 1 4 2 328
"982190-YYR" 2010 1 3 2 379
"982191-RRN" 2010 1 3 3 300
"982191-RRN" 2010 1 4 3 346
"982191-RRN" 2010 1 4 3 379
"982191-RRN" 2010 1 3 3 406
"982193-BBG" 2010 1 3 3 316
"982193-BBG" 2010 1 2 3 333
"982193-BBG" 2010 1 4 3 347
"982193-BBG" 2010 1 3 3 360
"982194-BYO" 2010 1 4 NA 299
"982195-YAR" 2010 1 4 2 311
"982195-YAR" 2010 1 4 2 356
"982195-YAR" 2010 1 4 2 383
"982196-RAO" 2010 1 4 2 305
"982196-RAO" 2010 1 4 2 336
"982196-RAO" 2010 1 4 2 351
"982242-MBM" 2010 1 2 3 343
"982272-AWW" 2010 1 4 2 300
"982272-AWW" 2010 1 3 2 347
"982272-AWW" 2010 1 4 2 374
"982365-GBR" 2010 1 2 2 378
"982480-MAN" 2010 1 3 1 310
"982480-MAN" 2010 1 4 1 327
"982480-MAN" 2010 1 4 1 344
"598298-WAM" 2011 1 3 3 387
"833590-OnyA" 2011 9 3 10 298
"833590-OnyA" 2011 9 3 10 332
"833590-OnyA" 2011 9 3 10 390
"898591-weAR" 2011 7 2 7 282
"899212-OGA" 2011 6 3 8 293
"899212-OGA" 2011 6 3 8 333
"899212-OGA" 2011 6 3 8 374
"899472-AybO" 2011 5 3 6 303
"899472-AybO" 2011 5 3 6 367
"899481-brON" 2011 5 3 5 293
"899495-RBN" 2011 6 3 6 345
"899722-YNN" 2011 4 3 6 275
"899722-YNN" 2011 4 3 6 305
"899722-YNN" 2011 4 3 6 389
"899809-GYG" 2011 4 3 6 291
"899809-GYG" 2011 4 3 6 360
"899809-GYG" 2011 4 3 6 387
"899828-YMA" 2011 4 3 6 292
"899828-YMA" 2011 4 3 6 320
"899828-YMA" 2011 4 2 6 348
"899829-AGA" 2011 4 3 6 278
"899829-AGA" 2011 4 3 6 345
"899935-bwBR" 2011 3 3 3 296
"981827-arAR" 2011 3 3 3 297
"981827-arAR" 2011 3 3 3 349
"981827-arAR" 2011 3 3 3 382
"981848-WGB" 2011 3 3 6 278
"981848-WGB" 2011 3 4 6 322
"981848-WGB" 2011 3 4 6 355
"981875-AGO" 2011 3 3 4 279
"981875-AGO" 2011 3 3 4 292
"981875-AGO" 2011 3 4 4 314
"981875-AGO" 2011 3 3 4 383
"981882-OOM" 2011 3 4 6 328
"981940-WwbO" 2011 2 2 3 292
"981940-WwbO" 2011 2 4 3 344
"981940-WwbO" 2011 2 3 3 373
"981973-MNG" 2011 3 4 6 321
"981973-MNG" 2011 3 4 6 341
"981973-MNG" 2011 3 4 6 352
"981973-MNG" 2011 3 3 6 419
"981991-YraB" 2011 2 3 6 301
"981991-YraB" 2011 2 3 6 371
"982012-OonM" 2011 2 3 4 313
"982012-OonM" 2011 2 3 4 349
"982012-OonM" 2011 2 3 4 366
"982066-YwgB" 2011 2 3 NA 299
"982066-YwgB" 2011 2 3 NA 347
"982075-MonB" 2011 2 3 3 305
"982075-MonB" 2011 2 3 3 335
"982094-RonY" 2011 2 3 NA 295
"982094-RonY" 2011 2 3 NA 345
"982094-RonY" 2011 2 3 NA 363
"982101-MYR" 2011 2 3 2 315
"982108-OwgA" 2011 2 3 4 348
"982128-YonM" 2011 2 3 5 315
"982146-AonY" 2011 2 3 4 287
"982146-AonY" 2011 2 3 4 336
"982151-AAO" 2011 2 3 4 279
"982151-AAO" 2011 2 4 4 312
"982151-AAO" 2011 2 3 4 346
"982157-OAR" 2011 2 3 3 320
"982157-OAR" 2011 2 3 3 355
"982169-GWA" 2011 2 3 3 295
"982169-GWA" 2011 2 3 3 332
"982170-OGM" 2011 2 3 2 307
"982185-YOY" 2011 2 3 6 293
"982185-YOY" 2011 2 4 6 315
"982186-WMR" 2011 2 3 2 323
"982189-RNR" 2011 2 3 5 295
"982189-RNR" 2011 2 3 5 324
"982189-RNR" 2011 2 3 5 358
"982191-RRN" 2011 2 3 3 290
"982191-RRN" 2011 2 3 3 331
"982191-RRN" 2011 2 2 3 377
"982193-BBG" 2011 2 3 3 313
"982193-BBG" 2011 2 3 3 368
"982242-MBM" 2011 2 3 3 298
"982242-MBM" 2011 2 2 3 327
"982353-BnoW" 2011 1 3 NA 323
"982361-RnoG" 2011 1 3 5 311
"982361-RnoG" 2011 1 3 5 340
"982361-RnoG" 2011 1 3 5 356
"982362-NnoB" 2011 1 4 NA 298
"982364-AnoN" 2011 1 3 2 321
"982364-AnoN" 2011 1 3 2 343
"982479-MawA" 2011 1 3 2 299
"982479-MawA" 2011 1 3 2 311
"982484-BryG" 2011 1 3 3 356
"982529-RwnG" 2011 1 3 3 311
"982532-ANG" 2011 1 3 2 317
"982532-ANG" 2011 1 3 2 343
"982532-ANG" 2011 1 3 2 365
"982561-BGN" 2011 1 3 3 289
"982561-BGN" 2011 1 3 3 316
"982561-BGN" 2011 1 3 3 329
"982595-OWR" 2011 1 3 6 322
"982607-WOB" 2011 1 4 5 306
"982607-WOB" 2011 1 3 5 351
"982609-RGY" 2011 1 3 3 316
"982612-RarO" 2011 1 3 5 344
"982613-NBG" 2011 1 3 2 310
"982613-NBG" 2011 1 3 2 343
"982613-NBG" 2011 1 2 2 381
"982616-NBW" 2011 1 3 2 292
"982616-NBW" 2011 1 3 2 337
"982616-NBW" 2011 1 3 2 370
"982618-YWY" 2011 1 3 NA 318
"982619-RNY" 2011 1 3 NA 317
"982620-MAA" 2011 1 3 2 315
"982620-MAA" 2011 1 3 2 334
"982620-MAA" 2011 1 3 2 359
"982622-BYR" 2011 1 3 3 300
"982622-BYR" 2011 1 3 3 330
"982625-OWN" 2011 1 3 3 295
"982625-OWN" 2011 1 3 3 357
"982635-YRG" 2011 1 3 3 305
"982636-YMO" 2011 1 3 NA 298
"982637-YMW" 2011 1 3 2 298
"982637-YMW" 2011 1 3 2 348
"982638-YAO" 2011 1 3 3 325
"982639-MRM" 2011 1 3 3 297
"982641-RGG" 2011 1 3 3 296
"982641-RGG" 2011 1 3 3 314
"982641-RGG" 2011 1 3 3 344
"982641-RGG" 2011 1 3 3 362
"982643-GRB" 2011 1 3 NA 311
"982651-MON" 2011 1 3 2 307
"982657-RRY" 2011 1 3 5 352
"982658-MNR" 2011 1 3 2 306
"982658-MNR" 2011 1 3 2 352
"982661-RYG" 2011 1 3 2 291
"982661-RYG" 2011 1 3 2 327
"982665-MMO" 2011 1 3 NA 324
"982678-OWG" 2011 1 3 4 333
"982729-WRG" 2011 1 3 2 317
"982729-WRG" 2011 1 2 2 370
"982744-MMA" 2011 1 3 NA 328
"982744-MMA" 2011 1 3 NA 345
"982744-MMA" 2011 1 3 NA 373
"982770-NGM" 2011 1 3 NA 327
"982771-WYG" 2011 1 3 4 350
"982794-YOR" 2011 1 3 NA 343
"982794-YOR" 2011 1 3 NA 355
"A30044-GRO" 2011 1 3 3 347
"598298-WAM" 2012 2 3 3 296
"598298-WAM" 2012 2 3 3 332
"899212-OGA" 2012 7 3 8 307
"899212-OGA" 2012 7 3 8 321
"899212-OGA" 2012 7 3 8 349
"899809-GYG" 2012 5 3 6 297
"899809-GYG" 2012 5 4 6 341
"899828-YMA" 2012 5 3 6 277
"899828-YMA" 2012 5 3 6 311
"899828-YMA" 2012 5 3 6 362
"981848-WGB" 2012 4 3 6 283
"981848-WGB" 2012 4 4 6 318
"981848-WGB" 2012 4 3 6 379
"981875-AGO" 2012 4 3 4 262
"981875-AGO" 2012 4 4 4 338
"981882-OOM" 2012 4 4 6 318
"981973-MNG" 2012 4 3 6 285
"981973-MNG" 2012 4 4 6 335
"981991-YraB" 2012 3 3 6 298
"981991-YraB" 2012 3 4 6 342
"981991-YraB" 2012 3 3 6 358
"982066-YwgB" 2012 3 3 NA 305
"982066-YwgB" 2012 3 3 NA 317
"982066-YwgB" 2012 3 3 NA 376
"982094-RonY" 2012 3 3 NA 284
"982094-RonY" 2012 3 3 NA 347
"982108-OwgA" 2012 3 3 4 286
"982108-OwgA" 2012 3 3 4 298
"982108-OwgA" 2012 3 3 4 313
"982128-YonM" 2012 3 3 5 286
"982128-YonM" 2012 3 3 5 309
"982128-YonM" 2012 3 2 5 333
"982146-AonY" 2012 3 3 4 286
"982146-AonY" 2012 3 3 4 333
"982151-AAO" 2012 3 3 4 288
"982151-AAO" 2012 3 3 4 316
"982157-OAR" 2012 3 3 3 289
"982157-OAR" 2012 3 4 3 322
"982185-YOY" 2012 3 3 6 298
"982185-YOY" 2012 3 3 6 341
"982189-RNR" 2012 3 3 5 302
"982189-RNR" 2012 3 3 5 334
"982191-RRN" 2012 3 3 3 277
"982191-RRN" 2012 3 3 3 309
"982191-RRN" 2012 3 3 3 341
"982242-MBM" 2012 3 3 3 291
"982361-RnoG" 2012 2 2 5 280
"982361-RnoG" 2012 2 3 5 305
"982361-RnoG" 2012 2 3 5 343
"982479-MawA" 2012 2 3 2 269
"982484-BryG" 2012 2 3 3 289
"982484-BryG" 2012 2 4 3 342
"982487-GryW" 2012 2 3 3 318
"982502-BnoR" 2012 2 3 NA 285
"982502-BnoR" 2012 2 2 NA 311
"982502-BnoR" 2012 2 3 NA 341
"982524-GnoN" 2012 2 3 3 301
"982524-GnoN" 2012 2 3 3 335
"982526-WAA" 2012 2 3 7 322
"982529-RwnG" 2012 2 4 3 324
"982545-NgnB" 2012 2 3 2 298
"982545-NgnB" 2012 2 3 2 318
"982561-BGN" 2012 2 3 3 271
"982561-BGN" 2012 2 3 3 314
"982583-GryM" 2012 2 3 3 311
"982583-GryM" 2012 2 3 3 321
"982583-GryM" 2012 2 3 3 345
"982583-GryM" 2012 2 3 3 361
"982595-OWR" 2012 2 2 6 289
"982607-WOB" 2012 2 3 5 283
"982607-WOB" 2012 2 2 5 325
"982607-WOB" 2012 2 3 5 358
"982609-RGY" 2012 2 3 3 299
"982609-RGY" 2012 2 3 3 354
"982610-MarA2" 2012 2 2 1 286
"982612-RarO" 2012 2 3 5 274
"982612-RarO" 2012 2 3 5 310
"982622-BYR" 2012 2 3 3 297
"982622-BYR" 2012 2 3 3 314
"982622-BYR" 2012 2 3 3 324
"982625-OWN" 2012 2 4 3 315
"982635-YRG" 2012 2 3 3 324
"982637-YMW" 2012 2 3 2 277
"982638-YAO" 2012 2 3 3 320
"982638-YAO" 2012 2 3 3 343
"982639-MRM" 2012 2 3 3 287
"982639-MRM" 2012 2 3 3 334
"982641-RGG" 2012 2 3 3 314
"982657-RRY" 2012 2 3 5 291
"982657-RRY" 2012 2 2 5 308
"982657-RRY" 2012 2 3 5 347
"982678-OWG" 2012 2 3 4 312
"982681-nyNA" 2012 1 3 3 304
"982681-nyNA" 2012 1 3 3 338
"982682-rgMM" 2012 1 3 NA 318
"982702-YRR" 2012 2 3 3 305
"982702-YRR" 2012 2 3 3 324
"982702-YRR" 2012 2 3 3 349
"982725-rgNN" 2012 1 3 2 314
"982771-WYG" 2012 2 3 4 272
"982771-WYG" 2012 2 4 4 314
"982771-WYG" 2012 2 4 4 350
"982804-awRM" 2012 1 3 4 286
"982804-awRM" 2012 1 3 4 297
"982804-awRM" 2012 1 3 4 336
"982825-TYM" 2012 1 3 2 339
"982874-TYA" 2012 1 3 4 336
"A30003-nyGO" 2012 1 3 2 327
"A30010-RMG" 2012 1 2 3 315
"A30010-RMG" 2012 1 3 3 343
"A30013-WBB" 2012 1 3 2 310
"A30013-WBB" 2012 1 2 2 342
"A30027-ANR" 2012 1 3 2 316
"A30032-NGR" 2012 1 3 NA 298
"A30033-WOA" 2012 1 3 3 316
"A30034-NBA" 2012 1 3 4 329
"A30035-MGA" 2012 1 3 NA 301
"A30037-T__" 2012 1 3 5 321
"A30038-OMN" 2012 1 3 2 304
"A30038-OMN" 2012 1 3 2 342
"A30038-OMN" 2012 1 3 2 360
"A30039-NYB" 2012 1 3 2 303
"A30039-NYB" 2012 1 3 2 315
"A30041-WNB" 2012 1 3 NA 316
"A30043-NYG" 2012 1 2 2 308
"A30043-NYG" 2012 1 3 2 357
"A30044-GRO" 2012 2 3 3 286
"A30044-GRO" 2012 2 3 3 365
"A30046-YMR" 2012 1 3 3 311
"A30046-YMR" 2012 1 4 3 337
"A30046-YMR" 2012 1 3 3 364
"A30054-RMR" 2012 1 3 2 320
"A30056-MBG" 2012 1 3 2 310
"A30056-MBG" 2012 1 3 2 323
"A30064-ONB" 2012 1 3 2 317
"A30105-NRM" 2012 1 2 NA 305
"A30175-NYR" 2012 1 3 2 324
"A30175-NYR" 2012 1 3 2 358
"A30204-NMO" 2012 1 3 3 350
"A30215-Maw" 2012 1 3 6 335
"A30291-OOR" 2012 1 3 2 327
"A30291-OOR" 2012 1 3 2 357
"A30297-RNG" 2012 1 3 2 362
"A30304-MGM" 2012 1 2 2 341
"899722-YNN" 2013 6 3 6 288
"981848-WGB" 2013 5 4 6 284
"981848-WGB" 2013 5 4 6 313
"981848-WGB" 2013 5 3 6 362
"981882-OOM" 2013 5 4 6 288
"981882-OOM" 2013 5 3 6 317
"981973-MNG" 2013 5 3 6 280
"981973-MNG" 2013 5 4 6 341
"981991-YraB" 2013 4 3 6 292
"981991-YraB" 2013 4 3 6 349
"982012-OonM" 2013 4 3 4 284
"982066-YwgB" 2013 4 3 NA 287
"982066-YwgB" 2013 4 3 NA 323
"982094-RonY" 2013 4 3 NA 343
"982128-YonM" 2013 4 3 5 291
"982128-YonM" 2013 4 3 5 316
"982128-YonM" 2013 4 3 5 342
"982151-AAO" 2013 4 3 4 293
"982151-AAO" 2013 4 4 4 330
"982151-AAO" 2013 4 3 4 374
"982185-YOY" 2013 4 3 6 288
"982185-YOY" 2013 4 3 6 345
"982189-RNR" 2013 4 3 5 292
"982189-RNR" 2013 4 4 5 319
"982189-RNR" 2013 4 3 5 357
"982361-RnoG" 2013 3 3 5 284
"982361-RnoG" 2013 3 3 5 317
"982487-GryW" 2013 3 3 3 293
"982502-BnoR" 2013 3 4 NA 298
"982502-BnoR" 2013 3 3 NA 339
"982526-WAA" 2013 3 3 7 288
"982526-WAA" 2013 3 3 7 317
"982526-WAA" 2013 3 3 7 351
"982583-GryM" 2013 3 3 3 299
"982595-OWR" 2013 3 3 6 291
"982595-OWR" 2013 3 3 6 308
"982595-OWR" 2013 3 4 6 330
"982595-OWR" 2013 3 3 6 340
"982607-WOB" 2013 3 4 5 317
"982607-WOB" 2013 3 4 5 354
"982612-RarO" 2013 3 3 5 290
"982612-RarO" 2013 3 3 5 317
"982612-RarO" 2013 3 3 5 352
"982612-RarO" 2013 3 3 5 366
"982657-RRY" 2013 3 3 5 283
"982657-RRY" 2013 3 2 5 340
"982678-OWG" 2013 3 3 4 292
"982678-OWG" 2013 3 3 4 326
"982681-nyNA" 2013 2 3 3 293
"982681-nyNA" 2013 2 3 3 329
"982682-rgMM" 2013 2 3 NA 300
"982682-rgMM" 2013 2 3 NA 324
"982682-rgMM" 2013 2 3 NA 340
"982682-rgMM" 2013 2 3 NA 363
"982725-rgNN" 2013 2 3 2 298
"982725-rgNN" 2013 2 3 2 333
"982725-rgNN" 2013 2 3 2 353
"982771-WYG" 2013 3 4 4 287
"982771-WYG" 2013 3 4 4 323
"982771-WYG" 2013 3 4 4 361
"982804-awRM" 2013 2 3 4 290
"982804-awRM" 2013 2 3 4 324
"982804-awRM" 2013 2 3 4 368
"982865-boAR" 2013 2 3 6 297
"982865-boAR" 2013 2 3 6 330
"982865-boAR" 2013 2 2 6 341
"982865-boAR" 2013 2 3 6 373
"982874-TYA" 2013 2 3 4 293
"A30010-RMG" 2013 2 3 3 318
"A30010-RMG" 2013 2 3 3 338
"A30010-RMG" 2013 2 3 3 368
"A30012-OAA" 2013 2 3 3 285
"A30012-OAA" 2013 2 4 3 320
"A30033-WOA" 2013 2 3 3 306
"A30034-NBA" 2013 2 3 4 303
"A30034-NBA" 2013 2 3 4 325
"A30037-T__" 2013 2 4 5 321
"A30041-WNB" 2013 2 3 NA 296
"A30041-WNB" 2013 2 3 NA 326
"A30046-YMR" 2013 2 3 3 283
"A30046-YMR" 2013 2 3 3 311
"A30056-MBG" 2013 2 3 2 289
"A30056-MBG" 2013 2 3 2 324
"A30121-grWO" 2013 1 3 2 340
"A30127-ngOW" 2013 1 3 3 297
"A30127-ngOW" 2013 1 4 3 309
"A30141-grMA" 2013 1 3 3 292
"A30146-ngGR" 2013 1 3 NA 302
"A30146-ngGR" 2013 1 3 NA 338
"A30171-ynWA" 2013 1 3 NA 311
"A30171-ynWA" 2013 1 3 NA 325
"A30175-NYR" 2013 2 3 2 295
"A30204-NMO" 2013 2 3 3 290
"A30204-NMO" 2013 2 4 3 322
"A30204-NMO" 2013 2 4 3 338
"A30204-NMO" 2013 2 3 3 348
"A30215-Maw" 2013 2 3 6 286
"A30215-Maw" 2013 2 4 6 320
"A30236-grBR" 2013 1 3 2 304
"A30292-waBY" 2013 1 3 3 328
"A30299-ynGN" 2013 1 3 2 335
"A30304-MGM" 2013 2 3 2 297
"A30304-MGM" 2013 2 3 2 334
"A30304-MGM" 2013 2 3 2 351
"A30307-NNO" 2013 1 3 2 305
"A30307-NNO" 2013 1 3 2 346
"A30307-NNO" 2013 1 3 2 357
"A30316-ORO" 2013 1 3 4 323
"A30329-WYM" 2013 1 3 2 305
"A30329-WYM" 2013 1 3 2 339
"A30330-WOR" 2013 1 3 1 301
"A30330-WOR" 2013 1 4 1 331
"A30330-WOR" 2013 1 3 1 346
"A30333-OBY" 2013 1 3 1 304
"A30333-OBY" 2013 1 3 1 368
"A30335-ANW" 2013 1 3 2 300
"A30335-ANW" 2013 1 3 2 335
"A30335-ANW" 2013 1 3 2 379
"A30338-YOM" 2013 1 3 NA 312
"A30338-YOM" 2013 1 3 NA 339
"A30345-NNB" 2013 1 2 NA 297
"A30358-RYY" 2013 1 3 4 292
"A30358-RYY" 2013 1 3 4 334
"A30409-BMA" 2013 1 3 5 312
"A30409-BMA" 2013 1 3 5 344
"A58003-GMO" 2013 1 4 NA 335
"981848-WGB" 2014 6 3 6 280
"981848-WGB" 2014 6 4 6 328
"981848-WGB" 2014 6 4 6 368
"982066-YwgB" 2014 5 3 NA 283
"982066-YwgB" 2014 5 3 NA 333
